epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
31,715.077,0.80942,0.74869,1.06752,0.90791,0.88005,0.92175,0.6134,1.18787,0.72961,1.277,0.000439375,0.000439375,0.000439375
32,738.156,0.81161,0.7523,1.06432,0.92903,0.85684,0.93119,0.64161,1.12156,0.7088,1.24366,0.000433187,0.000433187,0.000433187
33,761.157,0.83662,0.76875,1.07048,0.8984,0.8805,0.92168,0.62228,1.16438,0.73014,1.26736,0.000427,0.000427,0.000427
34,784.141,0.81199,0.75049,1.06058,0.92922,0.86477,0.91947,0.6585,1.05559,0.68718,1.21239,0.000420812,0.000420812,0.000420812
35,807.191,0.81069,0.74102,1.06105,0.92285,0.85098,0.91094,0.61493,1.15681,0.72924,1.25309,0.000414625,0.000414625,0.000414625
36,830.25,0.79388,0.70751,1.05294,0.92367,0.85853,0.90957,0.60317,1.2347,0.73237,1.27835,0.000408438,0.000408438,0.000408438
37,853.363,0.82472,0.73515,1.05983,0.92287,0.85081,0.91237,0.65056,1.02084,0.68287,1.2047,0.00040225,0.00040225,0.00040225
38,876.478,0.79675,0.72242,1.05442,0.92754,0.8677,0.93063,0.66239,1.02954,0.64183,1.19323,0.000396063,0.000396063,0.000396063
39,899.532,0.79046,0.71448,1.04839,0.90622,0.85829,0.91587,0.64318,1.06395,0.70734,1.20912,0.000389875,0.000389875,0.000389875
40,922.511,0.80267,0.745,1.05653,0.90249,0.88251,0.92573,0.65929,1.05272,0.66996,1.20539,0.000383688,0.000383688,0.000383688
41,945.59,0.77648,0.71337,1.04578,0.9148,0.88051,0.92979,0.66136,1.00337,0.66585,1.20852,0.0003775,0.0003775,0.0003775
42,968.668,0.78844,0.70776,1.04239,0.8904,0.88961,0.93084,0.67185,0.98497,0.66582,1.19079,0.000371313,0.000371313,0.000371313
43,991.842,0.78296,0.70268,1.04669,0.91567,0.88977,0.92659,0.65048,1.07823,0.69812,1.211,0.000365125,0.000365125,0.000365125
44,1015.03,0.7759,0.68734,1.04335,0.89974,0.90205,0.93225,0.67427,1.00603,0.67242,1.18899,0.000358938,0.000358938,0.000358938
45,1038.26,0.7811,0.69334,1.05021,0.92109,0.87644,0.92862,0.62019,1.16705,0.69354,1.24785,0.00035275,0.00035275,0.00035275
46,1061.4,0.77871,0.69663,1.0424,0.92627,0.86622,0.935,0.66706,1.04233,0.66914,1.20816,0.000346563,0.000346563,0.000346563
47,1084.47,0.79644,0.69996,1.05207,0.9083,0.89392,0.92827,0.68524,0.97031,0.62616,1.19029,0.000340375,0.000340375,0.000340375
48,1107.51,0.79436,0.68831,1.03952,0.91075,0.86754,0.92333,0.66161,1.0265,0.68591,1.20994,0.000334188,0.000334188,0.000334188
49,1130.54,0.76249,0.68359,1.03983,0.91861,0.83806,0.91461,0.63919,1.08328,0.68761,1.23603,0.000328,0.000328,0.000328
50,1153.54,0.76014,0.68244,1.03563,0.91917,0.87091,0.92819,0.67699,0.99065,0.64197,1.18456,0.000321812,0.000321812,0.000321812
51,1176.52,0.74532,0.68131,1.03189,0.92311,0.87761,0.92737,0.67767,0.98475,0.6377,1.17527,0.000315625,0.000315625,0.000315625
52,1199.51,0.75551,0.67316,1.03289,0.9119,0.85603,0.91801,0.6344,1.09088,0.68365,1.22505,0.000309437,0.000309437,0.000309437
53,1222.61,0.75037,0.67085,1.03519,0.93679,0.85791,0.9255,0.64848,1.07428,0.66419,1.2151,0.00030325,0.00030325,0.00030325
54,1245.71,0.744,0.6576,1.0271,0.92821,0.87515,0.92671,0.65943,1.03441,0.64762,1.20339,0.000297063,0.000297063,0.000297063
55,1268.74,0.73742,0.6545,1.02442,0.92932,0.87527,0.93387,0.67733,0.9915,0.64099,1.1915,0.000290875,0.000290875,0.000290875
56,1291.73,0.73844,0.66306,1.02924,0.91217,0.91275,0.93301,0.66893,1.00054,0.62562,1.19616,0.000284688,0.000284688,0.000284688
57,1314.74,0.73672,0.65058,1.02294,0.93127,0.89075,0.92966,0.66521,1.00008,0.64132,1.19345,0.0002785,0.0002785,0.0002785
58,1337.78,0.76473,0.66155,1.03136,0.88309,0.899,0.93258,0.68524,0.96076,0.65217,1.17736,0.000272313,0.000272313,0.000272313
59,1360.85,0.73361,0.65852,1.02947,0.93286,0.86842,0.93308,0.68095,0.96166,0.62591,1.16704,0.000266125,0.000266125,0.000266125
60,1383.99,0.73144,0.64428,1.02303,0.90957,0.86423,0.92679,0.65978,0.99892,0.6514,1.19549,0.000259938,0.000259938,0.000259938
61,1407.12,0.74855,0.66333,1.02762,0.92926,0.87448,0.93178,0.6827,0.95695,0.63122,1.16924,0.00025375,0.00025375,0.00025375
62,1430.25,0.72522,0.64649,1.0282,0.93799,0.87141,0.93112,0.67287,1.00139,0.62124,1.18588,0.000247563,0.000247563,0.000247563
63,1453.47,0.71942,0.64635,1.02327,0.91943,0.86791,0.93151,0.68118,0.97417,0.63533,1.18277,0.000241375,0.000241375,0.000241375
64,1476.64,0.74477,0.64483,1.02536,0.93966,0.87172,0.93734,0.67273,0.98292,0.64409,1.17708,0.000235188,0.000235188,0.000235188
65,1499.72,0.70731,0.6217,1.01566,0.92829,0.86158,0.92311,0.65702,1.00916,0.64464,1.19161,0.000229,0.000229,0.000229
66,1522.79,0.73889,0.65073,1.02445,0.90709,0.86848,0.91292,0.66074,0.99946,0.65866,1.18967,0.000222813,0.000222813,0.000222813
67,1545.83,0.71924,0.61862,1.0173,0.91995,0.87536,0.92011,0.66634,1.02385,0.65839,1.20476,0.000216625,0.000216625,0.000216625
68,1568.87,0.71734,0.62541,1.01916,0.93683,0.84895,0.93007,0.67142,0.98614,0.63109,1.18001,0.000210437,0.000210437,0.000210437
69,1591.89,0.71265,0.6264,1.0155,0.93769,0.87961,0.93644,0.67623,0.9883,0.64519,1.17498,0.00020425,0.00020425,0.00020425
70,1614.9,0.69936,0.62596,1.01697,0.91647,0.8886,0.93263,0.67309,0.99171,0.63992,1.18327,0.000198063,0.000198063,0.000198063
71,1637.91,0.69945,0.62202,1.01868,0.93185,0.88931,0.94076,0.6922,0.94463,0.63115,1.16593,0.000191875,0.000191875,0.000191875
72,1661.03,0.70698,0.62633,1.01277,0.92706,0.85539,0.93158,0.68251,0.95753,0.66133,1.17493,0.000185688,0.000185688,0.000185688
73,1684.03,0.70803,0.6183,1.01163,0.9412,0.87239,0.93104,0.65984,1.02617,0.62699,1.19627,0.0001795,0.0001795,0.0001795
74,1707.09,0.6925,0.61003,1.00339,0.94046,0.86601,0.92877,0.65855,1.04125,0.64128,1.19975,0.000173313,0.000173313,0.000173313
75,1730.13,0.70492,0.61235,1.00606,0.93604,0.86609,0.93049,0.68832,0.96185,0.63063,1.17144,0.000167125,0.000167125,0.000167125
76,1753.17,0.7052,0.61945,1.0136,0.92618,0.86422,0.93436,0.69043,0.96561,0.63904,1.16691,0.000160938,0.000160938,0.000160938
77,1776.23,0.69766,0.61355,1.00887,0.91499,0.9037,0.93784,0.69022,0.98048,0.62727,1.18027,0.00015475,0.00015475,0.00015475
78,1799.46,0.69614,0.61282,1.00378,0.92293,0.90432,0.93843,0.69233,0.95204,0.61683,1.16667,0.000148563,0.000148563,0.000148563
79,1822.57,0.68557,0.61051,1.00889,0.91964,0.90389,0.93911,0.69089,0.9693,0.61459,1.16988,0.000142375,0.000142375,0.000142375
80,1845.69,0.68447,0.59801,0.99902,0.91762,0.90672,0.94325,0.69776,0.94056,0.60497,1.17498,0.000136187,0.000136187,0.000136187
81,1868.77,0.68957,0.59831,1.00643,0.94076,0.87167,0.93703,0.69101,0.95784,0.62016,1.17698,0.00013,0.00013,0.00013
82,1891.85,0.68354,0.60277,1.00829,0.93612,0.88119,0.93376,0.69154,0.96788,0.61173,1.18305,0.000123812,0.000123812,0.000123812
83,1914.91,0.69566,0.5985,1.00541,0.92301,0.88327,0.9327,0.66156,1.04446,0.62697,1.20352,0.000117625,0.000117625,0.000117625
84,1938.09,0.69511,0.60645,1.00505,0.93306,0.88208,0.93434,0.6965,0.95459,0.60714,1.16996,0.000111438,0.000111438,0.000111438
85,1961.2,0.68393,0.5969,0.99976,0.92553,0.88427,0.93147,0.67048,1.0194,0.61197,1.19429,0.00010525,0.00010525,0.00010525
86,1984.24,0.66729,0.59868,0.99701,0.94,0.8781,0.93256,0.69396,0.94531,0.60547,1.17807,9.90625e-05,9.90625e-05,9.90625e-05
87,2007.33,0.67594,0.59079,0.99974,0.92723,0.88607,0.92975,0.68876,0.96749,0.6013,1.19191,9.2875e-05,9.2875e-05,9.2875e-05
88,2030.44,0.6873,0.593,1.00742,0.93932,0.88093,0.93673,0.69362,0.95985,0.58866,1.18319,8.66875e-05,8.66875e-05,8.66875e-05
89,2053.52,0.67107,0.58769,0.99751,0.93544,0.90293,0.94348,0.6953,0.95283,0.59272,1.17719,8.05e-05,8.05e-05,8.05e-05
90,2076.66,0.67011,0.57877,0.99725,0.94036,0.89234,0.94221,0.68868,0.97863,0.58708,1.18436,7.43125e-05,7.43125e-05,7.43125e-05
91,2100.47,0.57931,0.38618,0.93867,0.92077,0.90255,0.94259,0.69269,0.96094,0.59076,1.18368,6.8125e-05,6.8125e-05,6.8125e-05
92,2123.39,0.56471,0.36601,0.93554,0.91217,0.8984,0.94002,0.69235,0.95759,0.59277,1.18528,6.19375e-05,6.19375e-05,6.19375e-05
93,2146.33,0.55806,0.35787,0.9278,0.92941,0.89109,0.94142,0.6932,0.97149,0.59958,1.18483,5.575e-05,5.575e-05,5.575e-05
94,2169.18,0.55524,0.35891,0.92831,0.92332,0.88565,0.93886,0.69267,0.97026,0.59457,1.19184,4.95625e-05,4.95625e-05,4.95625e-05
95,2191.98,0.55671,0.3557,0.93171,0.92748,0.88529,0.9401,0.69649,0.95362,0.59004,1.17852,4.3375e-05,4.3375e-05,4.3375e-05
96,2214.81,0.55658,0.35348,0.93357,0.90601,0.89365,0.93322,0.69233,0.95393,0.59075,1.1775,3.71875e-05,3.71875e-05,3.71875e-05
97,2237.61,0.54394,0.35009,0.9225,0.93279,0.87051,0.93904,0.6929,0.95949,0.5877,1.18554,3.1e-05,3.1e-05,3.1e-05
98,2260.46,0.54872,0.3501,0.92656,0.93277,0.8751,0.93803,0.70077,0.9447,0.58819,1.18439,2.48125e-05,2.48125e-05,2.48125e-05
99,2283.29,0.54314,0.3485,0.92302,0.92478,0.88289,0.93751,0.68976,0.9731,0.59795,1.19324,1.8625e-05,1.8625e-05,1.8625e-05
100,2306.08,0.54626,0.34833,0.92433,0.91996,0.9011,0.94062,0.69662,0.95759,0.59251,1.18769,1.24375e-05,1.24375e-05,1.24375e-05
